gesture_name,handedness,landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
right_hand_closed_fist,Right,0.24247898161411285,0.6806361675262451,-6.068822955285214e-08,0.31279000639915466,0.6714602708816528,-0.014907614327967167,0.38921353220939636,0.6046884059906006,-0.022309349849820137,0.43113797903060913,0.5273986458778381,-0.03183411434292793,0.44761309027671814,0.4506731331348419,-0.041293706744909286,0.3843477964401245,0.45566526055336,-0.011000066995620728,0.41880902647972107,0.36427736282348633,-0.03746078908443451,0.42441919445991516,0.41338351368904114,-0.055496834218502045,0.4144280254840851,0.4719902575016022,-0.06407821178436279,0.34823042154312134,0.4318424463272095,-0.01735694520175457,0.38353732228279114,0.3647686839103699,-0.04879642277956009,0.3717522621154785,0.46233171224594116,-0.061683785170316696,0.3476908802986145,0.5326946973800659,-0.06527390331029892,0.3053057789802551,0.4162273705005646,-0.026938023045659065,0.341440349817276,0.34757012128829956,-0.05923641845583916,0.3315642774105072,0.4503554105758667,-0.05611588433384895,0.30772578716278076,0.5195858478546143,-0.04708409681916237,0.25444069504737854,0.402671754360199,-0.03782619163393974,0.2931629419326782,0.34524309635162354,-0.06292249262332916,0.2901413142681122,0.4229394197463989,-0.05758197605609894,0.2705993056297302,0.48040714859962463,-0.048431675881147385
right_hand_closed_fist,Right,0.27294105291366577,0.5951383709907532,-2.210793859092064e-08,0.3491446375846863,0.5716193318367004,-0.012251880951225758,0.4121285676956177,0.5060205459594727,-0.018848218023777008,0.4539901614189148,0.43038269877433777,-0.027985798195004463,0.4700501561164856,0.3511998951435089,-0.0363553948700428,0.4013095200061798,0.39003226161003113,-0.009348840452730656,0.4278537333011627,0.2931496202945709,-0.03494240716099739,0.4226857125759125,0.3565574288368225,-0.05316605791449547,0.4089277684688568,0.41409382224082947,-0.06214269995689392,0.3666861653327942,0.366535484790802,-0.016416892409324646,0.3938598930835724,0.26479488611221313,-0.041070323437452316,0.39152100682258606,0.34190604090690613,-0.053836435079574585,0.3772198259830475,0.4041919708251953,-0.06010892987251282,0.3274703323841095,0.353784441947937,-0.026563012972474098,0.3535059988498688,0.2498617321252823,-0.04798123985528946,0.35558515787124634,0.32263532280921936,-0.04862445220351219,0.34458401799201965,0.386324405670166,-0.04603515937924385,0.28314346075057983,0.34586605429649353,-0.038391657173633575,0.301638662815094,0.2710608243942261,-0.053267888724803925,0.31058967113494873,0.31759488582611084,-0.05211389809846878,0.30709946155548096,0.3672003149986267,-0.049235206097364426
right_hand_closed_fist,Right,0.2828109860420227,0.5464596748352051,-9.078777907234326e-08,0.3576489984989166,0.5186842679977417,-0.00833956990391016,0.41694629192352295,0.4518543779850006,-0.013624968938529491,0.4546678960323334,0.38048768043518066,-0.02261766605079174,0.46915870904922485,0.3071117401123047,-0.029289286583662033,0.4131178557872772,0.34656912088394165,0.0001861828495748341,0.44728368520736694,0.2622584104537964,-0.02372867800295353,0.43893739581108093,0.3324096202850342,-0.038949448615312576,0.42341580986976624,0.3847053050994873,-0.04593999683856964,0.38359445333480835,0.31937482953071594,-0.008333885110914707,0.4189862906932831,0.23699308931827545,-0.03251209110021591,0.4060487151145935,0.32165953516960144,-0.042032402008771896,0.3868427872657776,0.3662230968475342,-0.04505068436264992,0.3490312695503235,0.2982295751571655,-0.020351041108369827,0.3877045512199402,0.21708327531814575,-0.04457705840468407,0.3784260153770447,0.30146104097366333,-0.040526192635297775,0.36035412549972534,0.35017213225364685,-0.03270021826028824,0.30857303738594055,0.2806340456008911,-0.03363190218806267,0.3444686532020569,0.22276654839515686,-0.05149107798933983,0.3461894392967224,0.28182101249694824,-0.046739500015974045,0.3335179388523102,0.32299119234085083,-0.039578892290592194
right_hand_closed_fist,Right,0.2920176684856415,0.4988812208175659,-4.156182953352072e-08,0.3520157039165497,0.4807204008102417,-0.014909159392118454,0.41102468967437744,0.42325133085250854,-0.020034989342093468,0.4494970440864563,0.35951417684555054,-0.02596689760684967,0.460700124502182,0.2890947461128235,-0.02867085672914982,0.39889198541641235,0.30935752391815186,-0.004626823123544455,0.4273073971271515,0.243130624294281,-0.025445086881518364,0.4157305359840393,0.307500422000885,-0.03616297245025635,0.40180498361587524,0.3387453258037567,-0.039997443556785583,0.3723827302455902,0.2850560247898102,-0.007822755724191666,0.4015924036502838,0.22245797514915466,-0.030138427391648293,0.38832888007164,0.3025362491607666,-0.03817140311002731,0.3734584450721741,0.3307485282421112,-0.039581529796123505,0.34088391065597534,0.2666012942790985,-0.014618073590099812,0.3697987198829651,0.2056746631860733,-0.037154920399188995,0.3612632155418396,0.2836630344390869,-0.03381287679076195,0.34764981269836426,0.3128807544708252,-0.026526495814323425,0.3038732409477234,0.25210532546043396,-0.022747544571757317,0.33424627780914307,0.20636551082134247,-0.03771179914474487,0.33678916096687317,0.259735107421875,-0.032633841037750244,0.32750698924064636,0.2884325683116913,-0.025509096682071686
right_hand_closed_fist,Right,0.30013376474380493,0.4435455799102783,5.740750452787324e-08,0.35130512714385986,0.44440698623657227,-0.015468114987015724,0.4118832051753998,0.40535610914230347,-0.023174121975898743,0.4399825632572174,0.3337539732456207,-0.031164932996034622,0.4417123794555664,0.26358646154403687,-0.03854499012231827,0.41164538264274597,0.31272396445274353,-0.004752727225422859,0.4341656267642975,0.2854750156402588,-0.023082386702299118,0.4288189113140106,0.31015995144844055,-0.037598103284835815,0.4206186532974243,0.31108734011650085,-0.046702589839696884,0.3830023407936096,0.27394044399261475,-0.00789128802716732,0.4045480489730835,0.24679933488368988,-0.023637991398572922,0.38942182064056396,0.30875638127326965,-0.031593937426805496,0.37725821137428284,0.32789188623428345,-0.03592943400144577,0.34943345189094543,0.24872177839279175,-0.014210164546966553,0.3734481632709503,0.21707755327224731,-0.03277669847011566,0.36226382851600647,0.28843045234680176,-0.028873145580291748,0.3506428897380829,0.31447944045066833,-0.023676784709095955,0.31016871333122253,0.23197388648986816,-0.02184366062283516,0.33645644783973694,0.21109044551849365,-0.034721098840236664,0.33357101678848267,0.26198315620422363,-0.027965597808361053,0.32515543699264526,0.2863515317440033,-0.021433964371681213
right_hand_closed_fist,Right,0.29401397705078125,0.4549005329608917,-2.3775404756065655e-08,0.3383788764476776,0.45324909687042236,-0.019817853346467018,0.39721548557281494,0.3918835520744324,-0.03082195855677128,0.4228590130805969,0.31590554118156433,-0.04162827134132385,0.42417749762535095,0.24100136756896973,-0.05025496706366539,0.40086740255355835,0.3129352033138275,-0.012404262088239193,0.43250733613967896,0.29154157638549805,-0.038202665746212006,0.41571474075317383,0.3530760109424591,-0.05243762582540512,0.39733731746673584,0.3771366775035858,-0.05870288610458374,0.372338205575943,0.27413225173950195,-0.01536933146417141,0.40890493988990784,0.2522621154785156,-0.03732651472091675,0.3869517147541046,0.32446566224098206,-0.043586406856775284,0.37020206451416016,0.33688515424728394,-0.04453243315219879,0.336940735578537,0.2476825714111328,-0.022650975733995438,0.3726438283920288,0.22876209020614624,-0.048924610018730164,0.3556569516658783,0.305910587310791,-0.042937085032463074,0.34161585569381714,0.3203068971633911,-0.03377613052725792,0.2962857484817505,0.22993916273117065,-0.03106202557682991,0.33170560002326965,0.21625447273254395,-0.048586949706077576,0.3279302716255188,0.2782854437828064,-0.03997291997075081,0.317460834980011,0.30111992359161377,-0.030786750838160515
right_hand_closed_fist,Right,0.2867693603038788,0.44729262590408325,-1.3481262328696175e-07,0.33256396651268005,0.44443559646606445,-0.015984922647476196,0.3922351002693176,0.39857247471809387,-0.02502000704407692,0.4154624342918396,0.31475648283958435,-0.0341176800429821,0.407459557056427,0.243045836687088,-0.04079801216721535,0.39633888006210327,0.2977965474128723,-0.00837381836026907,0.42168891429901123,0.26490122079849243,-0.0316183865070343,0.40352633595466614,0.31580427289009094,-0.045031096786260605,0.39077210426330566,0.33402615785598755,-0.05163963511586189,0.3635765314102173,0.2638538181781769,-0.011677210219204426,0.38459935784339905,0.2399798333644867,-0.031064815819263458,0.36268821358680725,0.31921038031578064,-0.03500032797455788,0.3527393043041229,0.3313348889350891,-0.03503050282597542,0.32799407839775085,0.24821576476097107,-0.01865171454846859,0.3491687774658203,0.23124510049819946,-0.04040713235735893,0.3343762755393982,0.30828696489334106,-0.03196103498339653,0.32485097646713257,0.31605857610702515,-0.02267148159444332,0.2887006402015686,0.24089646339416504,-0.026767613366246223,0.3142830729484558,0.23023036122322083,-0.03880288451910019,0.3090062141418457,0.2832493484020233,-0.028149252757430077,0.2999669313430786,0.29040366411209106,-0.01834368146955967
right_hand_closed_fist,Right,0.27929025888442993,0.4494478106498718,-6.698892462964068e-08,0.3239177465438843,0.4509788453578949,-0.016289805993437767,0.38385042548179626,0.4044511318206787,-0.024987034499645233,0.4062274396419525,0.32369929552078247,-0.03349381312727928,0.39728108048439026,0.2561280429363251,-0.04112343490123749,0.38362976908683777,0.29489871859550476,-0.011102776043117046,0.40874508023262024,0.26828286051750183,-0.030996322631835938,0.3978777527809143,0.3135859966278076,-0.04440092667937279,0.38701167702674866,0.3360905647277832,-0.05211364105343819,0.3516823351383209,0.26451101899147034,-0.013716255314648151,0.37605753540992737,0.2504492402076721,-0.030375715345144272,0.35915809869766235,0.32503923773765564,-0.03610280901193619,0.34501516819000244,0.34938591718673706,-0.038499437272548676,0.31622570753097534,0.25140661001205444,-0.01927984319627285,0.3414842188358307,0.23759768903255463,-0.03850535303354263,0.329946368932724,0.313012033700943,-0.032808877527713776,0.31602683663368225,0.33535036444664,-0.026229141280055046,0.2769610583782196,0.24803365767002106,-0.026048554107546806,0.305319607257843,0.23747816681861877,-0.0385761596262455,0.30194202065467834,0.2901436388492584,-0.03045540861785412,0.2911238372325897,0.3080098032951355,-0.022825783118605614
right_hand_closed_fist,Right,0.2662387490272522,0.47236496210098267,-1.9495622893828113e-07,0.31840601563453674,0.4673251509666443,-0.016335777938365936,0.3798472285270691,0.4123530387878418,-0.02658001333475113,0.40390244126319885,0.3239869773387909,-0.03737996146082878,0.3900740146636963,0.25096845626831055,-0.04483034834265709,0.38303881883621216,0.2977888882160187,-0.012604773044586182,0.4135521948337555,0.2616880238056183,-0.03785552456974983,0.3894574046134949,0.33578598499298096,-0.05145177245140076,0.3726867735385895,0.3664624094963074,-0.05771534889936447,0.3484863042831421,0.266834020614624,-0.01722094789147377,0.37457364797592163,0.250386118888855,-0.04047557711601257,0.3511686623096466,0.3386973738670349,-0.0456775464117527,0.33706218004226685,0.35229623317718506,-0.045959848910570145,0.31112179160118103,0.2540096342563629,-0.025411618873476982,0.3383833169937134,0.24317502975463867,-0.0495447963476181,0.32293960452079773,0.3292314410209656,-0.042420223355293274,0.3108028769493103,0.3422752022743225,-0.033362168818712234,0.2709513008594513,0.2512337863445282,-0.03483622893691063,0.3016357123851776,0.24782034754753113,-0.04841617867350578,0.29634493589401245,0.3064994812011719,-0.03889273479580879,0.2845200300216675,0.31838488578796387,-0.029388384893536568
right_hand_closed_fist,Right,0.2647209167480469,0.47025442123413086,-2.263680585201655e-07,0.31134605407714844,0.4702593684196472,-0.017259465530514717,0.37213656306266785,0.41230571269989014,-0.026525547727942467,0.39447763562202454,0.3237663507461548,-0.03549747169017792,0.38825538754463196,0.24863868951797485,-0.041169796139001846,0.37978044152259827,0.2917221188545227,-0.012163903564214706,0.4046937823295593,0.2693806290626526,-0.037321899086236954,0.3802677392959595,0.33944496512413025,-0.050545066595077515,0.3644407391548157,0.36806461215019226,-0.05653076618909836,0.3460472822189331,0.2562224566936493,-0.015301715582609177,0.3669669032096863,0.2543998658657074,-0.037732310593128204,0.34288278222084045,0.33736342191696167,-0.0425669364631176,0.33054083585739136,0.35003361105918884,-0.042547665536403656,0.3091566562652588,0.2420150488615036,-0.02216063067317009,0.32966548204421997,0.25149059295654297,-0.04635006934404373,0.3139243423938751,0.3311651349067688,-0.04024139419198036,0.3043860197067261,0.3387575149536133,-0.03200158104300499,0.2707350254058838,0.24052393436431885,-0.03018277697265148,0.2947351634502411,0.2571089267730713,-0.04402387887239456,0.28667423129081726,0.3120010495185852,-0.03560379147529602,0.27673444151878357,0.3153213858604431,-0.026834335178136826
